playerid,birthDate
22202,1998-07-27
22207,1998-09-19
22209,1998-01-14
22210,1998-11-01
22217,1998-09-29
22224,1997-01-27
22232,1995-03-31
22239,2000-03-26
22244,1998-07-29
22248,1995-07-26
22250,1997-05-05
22253,1998-04-19
22254,1999-08-12
22261,1998-06-09
22263,2000-05-10
22264,1999-06-17
22266,1999-08-09
22267,1996-11-20
22272,2000-04-04
22273,1999-08-09
22274,1998-07-11
22275,1996-04-10
22276,1996-09-16
22277,1998-10-08
22284,1999-01-21
22286,1997-11-13
22288,1999-11-01
22294,1999-11-06
22296,1995-09-28
22304,1998-05-29
22310,1998-07-20
22318,1997-12-31
22323,1997-02-13
2233,1981-08-30
22343,1998-04-21
22361,1995-10-08
22370,1998-11-29
22387,1998-06-28
22411,1996-09-12
22458,1996-07-10
22461,1997-04-17
22471,2000-06-22
22487,1998-03-02
22505,1998-10-05
22514,2000-01-15
22515,1999-09-07
22530,1999-11-04
22532,1999-05-21
22533,1997-07-03
22541,2000-11-13
22542,2000-07-10
22543,2001-03-20
22557,1999-07-16
22558,1999-07-16
22563,2000-02-27
22566,2000-03-11
22581,1998-11-06
22622,1999-08-23
22630,2000-07-06
22650,2000-08-13
22664,2000-02-14
22690,2000-03-14
22707,1997-09-20
22713,1997-03-11
22715,2000-03-03
22717,1999-09-27
22741,1999-09-23
22754,1998-09-13
22766,1999-06-05
22799,1999-10-22
22810,1999-11-07
22815,1999-10-26
22823,2000-06-15
22828,2000-02-07
22842,2000-05-07
22857,1999-10-30
22871,1999-09-16
22872,1999-10-15
22896,2000-01-25
22906,2000-04-03
22913,1999-10-27
22915,1999-10-13
22925,1998-08-12
22932,2000-04-18
22982,1999-02-15
23003,1998-09-21
23055,1996-06-05
23091,1998-11-26
23095,1996-09-03
23135,1998-05-05
23150,1995-10-18
23162,1999-06-07
23165,1999-06-15
23191,1996-11-05
23209,1998-11-10
23221,1996-12-18
23223,1999-04-15
23237,2000-07-04
23250,1996-10-01
23252,1996-07-28
23264,1999-04-30
23265,1998-06-19
23292,1996-04-16
23293,1996-07-03
23296,1998-09-03
23301,1996-01-15
23307,1995-10-10
23312,1996-03-30
23313,1998-03-19
23324,1998-11-24
23335,1999-12-18
23359,1998-12-26
23363,1996-06-14
23372,1997-06-05
23378,1998-04-05
23381,1997-08-09
23391,1998-10-13
23394,1996-07-25
23395,1997-08-14
23401,1996-08-30
23420,1994-05-05
23425,1997-06-10
23426,1999-06-03
23429,1996-02-19
23442,1999-10-10
23443,1996-06-14
23449,1997-09-18
23455,1996-11-17
23460,1995-12-01
23465,1997-07-08
23479,1996-12-09
23488,1995-07-01
23499,1998-02-20
23550,1998-05-24
23552,1996-05-23
23557,1996-10-08
23563,1995-04-19
23565,1999-01-26
23590,1999-09-09
23592,1997-11-04
23617,1994-12-01
23631,1997-01-04
23667,2001-03-01
23690,2001-01-13
23691,2001-03-20
23695,2001-04-10
23697,2000-12-29
23698,2001-04-04
23733,1999-05-22
23735,1996-12-13
23772,1999-06-24
23779,1997-06-26
23782,2001-05-17
23788,1999-10-18
23789,1999-06-11
23790,1999-11-18
23792,2000-04-28
23793,1999-10-05
23794,1999-11-10
23796,1999-12-17
23798,1995-01-17
23800,1999-11-02
23802,1999-06-20
23809,1994-09-10
23811,2000-12-12
23813,2000-10-02
23818,1999-07-26
23875,1999-01-26
23899,2000-01-04
23917,2001-03-09
23920,1999-05-17
2396,1986-04-08
23968,2001-02-17
23974,1999-09-05
23985,2000-09-13
23986,2000-10-26
23988,2000-10-31
23989,2001-07-04
24017,2000-03-03
24064,2001-08-01
24094,2000-06-20
24151,2000-11-10
24203,2001-01-06
24248,2001-06-25
24257,2001-07-15
24262,2000-09-18
24273,2000-12-31
24282,1998-12-01
2429,1986-04-10
24336,2000-08-14
24363,1998-02-05
24388,2001-05-13
24400,1997-05-12
24451,1996-03-21
24452,2001-08-21
24453,2001-07-30
24458,2001-07-30
24486,1996-02-03
24488,1997-06-11
24491,1997-08-19
24492,1999-11-16
24493,2000-08-25
24494,2000-09-27
24496,1997-05-13
24574,2000-01-25
24580,1997-12-21
24581,2000-01-18
24586,1996-09-12
24589,1997-05-16
24590,1997-01-28
24591,1997-05-03
24597,2000-05-26
24598,1999-11-12
24602,1999-12-15
24604,1997-03-28
24605,1996-05-23
24606,1996-10-11
24607,1996-12-01
24609,2000-07-26
24610,1997-09-05
24614,1999-10-09
24617,1996-09-05
24618,1997-06-03
24621,1996-12-10
24622,1994-06-17
24641,1996-10-28
24655,1996-11-15
24671,1996-07-04
24679,1997-01-16
24681,2000-01-26
24698,1995-11-15
24703,1995-12-27
24710,2000-10-21
24719,1998-11-03
24728,1999-11-08
24729,2000-02-09
24737,1996-11-06
24750,1997-09-22
24759,1995-10-11
24763,1997-06-04
24765,1998-11-27
24770,1997-05-14
24782,1997-01-27
24816,2000-12-08
24862,1998-06-11
24878,1999-12-16
24914,1999-04-24
24930,1997-07-04
24933,1995-10-13
24934,1995-11-20
24935,1997-03-18
24937,1996-02-05
24968,1999-07-31
24975,1996-07-24
24977,1995-09-06
24978,1997-10-31
24986,1997-10-24
24988,1997-06-18
24993,1996-11-27
24995,1997-04-23
25005,1996-12-06
25007,1996-04-11
25040,1996-07-07
25055,1996-12-22
25071,1996-07-16
25075,1998-12-29
25078,1996-07-25
25097,1996-01-16
25098,1998-03-11
25111,1996-03-28
25138,1995-09-24
25139,1996-10-08
25158,1999-02-11
25174,1994-05-02
25178,1995-03-11
25180,1997-01-23
25183,1996-06-13
2520,1987-05-12
25215,1995-12-31
25241,1999-09-27
25310,1995-06-02
25311,2000-04-14
25327,2000-06-20
25332,2000-05-26
25346,2000-04-17
25348,1996-09-06
25353,1996-02-24
25368,1997-06-16
25369,2001-07-05
25376,1996-10-07
25377,1996-08-04
25379,1995-07-08
25385,1995-07-27
25386,1998-02-17
25388,1996-11-04
25413,1997-05-18
25416,1996-02-27
25420,1998-02-28
25425,1998-01-22
25427,1997-11-04
25434,1998-07-21
25436,1998-02-04
25448,1998-03-07
25459,1997-02-26
25463,1998-04-02
25467,1997-12-26
25474,1998-07-02
25475,1997-11-03
25476,1998-03-31
25477,1997-07-22
25479,1998-05-14
25480,1997-09-26
25481,1998-04-29
25482,1997-01-16
25483,1997-09-09
25493,1998-07-14
25501,1998-01-05
25505,1997-06-24
25512,1996-05-28
25524,1997-07-24
25543,1998-07-25
25550,1996-09-26
25551,1997-08-15
25553,1997-01-08
25575,1997-12-02
25582,1997-10-08
25589,1998-05-10
25590,2000-12-30
25595,1998-07-27
25611,1999-12-05
25616,2001-09-10
25620,2001-06-24
25621,2002-03-12
25629,2001-01-05
25636,1998-04-09
25643,1998-01-15
25645,1997-09-24
25648,1997-09-15
25650,1997-12-04
25651,1997-02-07
25660,1998-02-02
25663,1998-08-24
25665,1998-06-10
25667,1997-07-25
25679,1997-11-28
25688,1997-04-13
25690,2000-12-07
25703,1998-02-24
25705,1999-07-08
25714,1997-06-17
25756,1998-05-12
25764,2000-06-14
25768,2000-10-03
25777,1997-08-10
25779,1998-01-27
25782,1998-09-17
25796,2001-07-10
25804,1993-03-09
25805,1998-01-07
25807,1998-02-08
25813,1997-08-25
25814,1996-11-12
25816,1997-11-18
25817,1997-11-19
25822,1998-05-22
25830,1996-09-17
25839,1996-04-29
25844,1997-12-26
25845,1998-08-16
25855,1997-12-22
25862,1997-04-22
25867,1997-11-12
25873,1998-05-29
25878,2000-08-21
25880,1998-08-29
25890,1996-11-05
25911,1994-03-09
25918,1997-10-28
25921,1997-06-19
25928,1998-04-30
25931,2001-03-07
25942,1998-08-18
25957,1997-08-19
25961,1997-09-02
25967,2001-11-19
25971,2002-07-12
25976,2000-09-28
25977,2000-09-16
25979,2000-08-18
25980,2001-05-09
25999,2001-09-08
26020,1998-09-19
26024,1998-11-18
26030,2001-01-09
26031,2001-01-05
26034,1998-02-06
26047,2000-09-02
26048,1997-12-12
26056,1996-09-08
26058,1996-09-23
26068,1996-10-21
26079,1998-04-04
2608,1988-01-07
26097,1999-02-10
26104,1997-08-13
26106,1998-03-10
26108,1998-09-18
26117,1998-09-08
26121,2001-11-19
26123,1999-11-13
26128,1998-08-21
26136,1998-10-26
26143,1997-06-22
26148,1997-05-14
26149,1997-09-02
26151,1998-01-02
26152,1998-01-10
26171,1997-11-10
26190,1997-05-14
26191,1997-09-17
26197,1998-04-03
26202,1996-03-08
26203,1997-08-18
26208,1997-09-15
26213,1997-06-02
26214,1998-06-05
26215,1999-04-01
26221,1997-08-21
26224,2001-08-03
26226,1998-07-16
26227,1997-01-17
26231,1996-06-13
26244,2000-03-21
26247,1998-03-05
26252,1998-02-13
26253,1998-02-01
26255,1998-02-23
26257,2001-10-08
26259,1998-06-12
26260,1997-08-17
26270,2001-06-28
26284,1997-12-30
26285,1997-07-29
26288,1998-02-06
26289,2001-06-29
26294,1997-10-06
26295,1997-09-02
26299,1998-02-12
26304,1996-10-19
26319,1997-11-09
26323,1997-12-07
26333,1997-10-08
26344,1996-01-15
26349,2001-05-12
26353,2001-03-30
26364,1997-02-14
26365,1998-07-10
26368,1997-11-10
26374,1998-01-09
26378,1998-02-05
26389,2001-01-04
26396,1997-08-07
26406,2001-05-01
26410,1998-01-09
26413,2001-02-21
26419,2000-12-25
26420,2001-11-11
26429,1998-05-10
26438,1997-08-16
26440,1999-03-11
26443,2001-09-19
26448,2001-02-26
26463,1997-06-06
26466,1997-12-12
26467,2002-01-28
26468,2001-12-03
26469,1997-05-23
26477,1997-11-14
26482,1997-04-11
26517,2001-10-16
26536,2002-06-06
26540,2002-01-27
26546,2001-09-10
26548,2002-03-12
26599,2002-05-23
26641,2002-03-25
26664,2002-05-07
26668,2002-01-11
26693,2001-09-24
26790,2002-07-28
26907,2001-12-15
26944,2002-06-24
26952,2002-01-12
26991,2002-04-23
27014,2000-11-25
27144,2002-04-28
27271,1999-12-22
27407,2000-04-14
27449,1998-02-23
27451,1998-05-14
27453,1997-09-01
27458,1988-07-22
27459,1991-11-26
27461,1988-04-16
27462,1999-03-23
27463,1999-06-21
27464,1998-09-17
27465,1999-08-26
27467,2001-11-24
27468,1999-07-08
27470,1999-05-31
27471,1998-08-18
27472,1998-08-03
27473,1998-08-14
27474,1999-03-12
27475,2002-05-22
27477,1997-12-26
27478,1999-05-29
27479,2002-03-21
27481,1999-07-14
27482,2001-08-15
27483,1999-04-05
27485,1997-08-08
27487,1997-07-15
27488,1997-08-15
27490,1999-05-27
27493,2000-09-05
27494,1998-10-09
27496,2002-07-08
27497,2000-06-22
27498,1998-10-28
27500,1999-06-24
27501,1999-03-02
27504,2002-04-02
27505,1992-08-11
27506,1995-10-17
27508,1998-05-25
27513,1988-03-01
27514,1998-05-30
27515,1988-04-03
27517,1994-01-24
27531,1997-09-29
27534,1999-04-30
27536,1996-12-19
27543,1998-01-16
27552,1998-02-11
27555,1998-09-04
27562,1999-07-12
27567,1998-05-29
27568,1998-09-15
27569,1998-07-05
27570,1999-07-15
27572,1999-02-19
27573,1999-10-24
27577,1999-03-01
27581,1997-12-05
27582,1997-06-11
27583,1998-06-15
27585,1997-12-08
27589,1998-09-05
27590,1998-10-09
27593,1998-10-11
27597,1998-02-22
27599,1997-12-11
27604,1999-03-12
27608,1999-03-10
27615,1998-11-25
27624,1998-04-14
27626,1997-08-21
27630,1998-09-25
27636,1999-09-27
27646,1999-01-27
27647,2001-04-28
27649,2001-05-04
27653,1998-01-27
27662,1999-04-02
27666,1999-05-04
27668,1998-01-19
27669,1997-10-26
27676,1997-10-10
27681,1998-01-08
27684,1998-03-22
27685,1997-11-11
27688,2000-12-22
27690,1999-02-11
27691,1997-12-09
27694,1996-08-29
27695,1996-09-03
27698,1998-03-26
27702,1997-12-17
27707,1998-05-06
27735,1999-05-08
27741,1998-11-21
27753,1998-01-15
27756,2001-08-18
27757,2001-10-16
27758,2001-08-12
27763,2001-08-29
27765,1998-01-23
27768,2003-04-15
27769,2002-03-25
27770,2001-12-12
27775,1999-02-22
27779,1999-05-19
27781,1998-05-28
27782,1998-10-15
27783,1999-07-12
27784,1999-02-01
27787,1999-11-28
27789,1998-09-28
27790,2002-08-29
27792,1998-10-15
27793,1999-03-12
27812,1997-06-26
27814,1999-01-07
27815,1999-02-18
27819,1998-08-19
27845,1998-04-16
27853,1997-11-15
27861,1998-10-18
27863,2001-08-06
27867,1999-05-09
27877,1999-08-06
27883,2002-04-10
27889,1999-05-20
27899,2001-08-14
27902,1996-08-17
27908,1998-08-20
27910,1997-02-11
27914,2000-02-05
27915,2002-10-10
27926,2000-12-30
27931,2002-05-26
27932,1998-12-13
27942,1998-01-27
27962,2003-04-11
27963,2002-10-29
27967,2003-01-06
27969,2003-06-21
27974,2002-12-21
27984,2003-06-22
27999,2001-02-14
28020,2003-09-22
28022,2003-04-06
28036,2000-08-30
28040,2001-05-09
28052,2001-06-21
28080,2003-02-07
28142,2002-12-11
28148,2003-04-14
28163,2003-07-05
28199,2002-12-19
28253,2002-09-03
28272,2002-10-08
28312,2001-12-10
28326,2002-06-01
28344,2001-07-26
28489,2002-04-15
28552,2003-01-01
2859,1986-03-06
28763,2001-03-26
28806,2004-03-11
28811,2004-05-19
28816,2004-02-08
28820,2003-11-08
28824,2004-08-13
28833,2004-01-04
28846,2003-05-03
28848,1999-09-03
28901,2002-09-25
2895,1987-12-08
29000,2003-09-01
29005,2004-01-27
29016,2004-02-13
29036,2002-06-19
29107,2003-11-16
29114,2004-01-17
29189,2004-03-11
29218,2004-04-01
29271,2000-08-19
29318,2004-04-03
29357,2004-01-25
29423,2002-11-26
29455,2003-09-22
29478,2003-07-03
29487,1998-09-05
29490,2003-04-19
29514,1998-08-17
29518,2002-09-17
29519,2000-03-17
29521,1999-01-29
29524,1999-06-18
29530,1997-11-06
29539,2002-02-22
29542,2000-05-12
29547,1999-12-13
29554,1999-09-27
29564,1997-09-24
29571,1999-04-07
29573,1999-01-07
29574,1998-08-13
29575,2000-04-24
29576,1999-02-22
29577,2000-01-12
29591,2000-03-20
29592,2000-06-08
29596,2003-06-28
29606,2000-02-19
29608,1999-08-14
29614,1999-02-03
29615,1998-01-31
29617,1999-09-21
29622,2000-04-19
29628,1998-06-16
29629,1999-01-31
29630,1999-05-11
29633,2000-02-02
29634,1998-07-29
29640,2000-08-09
29646,2000-02-22
29668,2002-12-12
2967,1988-03-08
29695,1999-08-06
29704,1998-12-09
29710,2003-02-06
29712,2002-02-27
29715,1999-10-08
29754,1999-09-30
29766,1999-10-19
29767,2000-01-05
29770,2000-06-17
29779,2002-08-25
29780,2002-12-27
29782,1998-10-27
29788,1998-06-24
29794,2000-07-18
29795,2003-01-29
29805,2000-05-17
29812,1999-05-31
29823,1999-11-12
29826,1999-04-12
29830,1998-11-04
29832,1999-04-22
29833,2000-02-18
29837,1998-08-23
29839,1999-11-15
29844,1999-06-02
29858,2000-05-01
29863,2000-03-08
29866,1998-08-22
29868,2002-09-14
29869,2000-07-08
29878,1999-12-18
29887,2003-04-09
29891,1995-03-22
29896,1999-11-30
29905,2003-04-16
29911,1999-06-01
29912,1999-02-11
29914,1999-06-13
29921,2000-01-02
29922,1999-08-05
29928,1998-06-06
29930,1999-09-21
29931,1999-07-27
29934,1998-03-19
29945,1999-05-03
29946,1997-12-18
29949,2000-07-26
29950,1998-08-15
29952,1999-11-05
29957,2003-08-25
29958,2003-02-21
29960,2002-11-20
29961,1999-06-01
29962,1998-07-12
29976,2002-07-17
29993,2003-06-04
29995,2002-11-30
30002,2000-05-31
30003,2003-07-03
30004,2000-08-15
30008,1998-07-07
30011,1999-12-01
30016,2000-07-29
30028,1998-10-07
30031,2001-06-04
30038,2003-06-25
30055,2000-04-12
30056,2000-03-08
30061,2000-04-17
30063,2000-02-29
30064,1998-10-07
30074,2000-05-18
30076,1998-09-10
30080,2003-02-03
30081,1999-01-30
30084,1998-12-16
30085,1999-02-11
30086,1999-11-23
30091,2003-04-10
30094,1999-09-01
30105,2000-03-19
30106,2000-06-05
30107,1999-06-15
30109,2000-01-20
30113,1998-08-14
30115,1991-03-01
30116,1994-08-18
30122,1999-07-26
30128,2000-05-02
30133,1998-09-06
30134,1999-03-05
30140,2000-02-21
30142,1999-08-11
30145,2000-05-28
30146,2000-04-21
30153,1999-03-02
30158,2000-06-26
30160,1999-12-17
30161,2001-11-27
30162,1998-09-17
30163,1999-05-10
30165,2002-08-18
30166,2002-08-07
30167,1999-06-18
30170,2003-04-04
30171,1999-12-10
30179,1999-09-10
30180,2000-01-19
30182,1999-06-16
30184,1999-07-17
30187,2000-07-27
30195,2000-06-26
30203,2002-07-30
30206,1999-08-30
30226,1994-06-28
30231,2002-01-31
30240,1999-08-30
30249,1999-02-27
30250,1999-12-22
30279,2000-01-30
30334,2002-02-09
30361,2004-10-22
30384,2004-11-03
30412,2002-05-30
30661,2005-06-17
30675,2004-11-17
30944,2003-04-14
3096,1987-09-30
31097,2003-08-09
31166,1999-02-12
31184,2000-08-05
31204,2000-07-14
31261,1997-06-21
31280,2003-06-13
31312,1998-12-20
31318,1999-12-17
31347,2001-01-31
31349,2001-02-12
31354,2001-07-19
31357,2000-07-12
31363,2000-09-24
3137,1984-07-27
31370,2001-06-28
31382,2001-02-21
31394,2000-08-15
31396,2000-11-24
31415,1999-11-15
31431,2001-04-19
31437,2000-10-04
31441,2001-05-14
31443,2001-06-26
31448,2003-08-04
31461,2000-09-17
31468,1999-12-26
31471,2001-03-11
31475,2002-03-02
31490,2000-04-21
31492,2000-09-11
31500,2000-11-10
31501,1997-11-13
31505,2003-12-07
31508,2003-12-17
31522,1998-12-27
31532,2001-05-14
31533,2001-06-08
31539,2001-03-28
31545,2000-09-27
31552,2000-08-15
31553,2001-08-13
31562,2000-05-11
31564,1999-12-22
31567,2000-06-14
31571,2000-05-23
31580,2001-07-23
31583,2000-08-04
31595,2001-02-14
31598,1998-08-19
31610,2001-01-26
31612,2000-10-17
31614,2001-08-22
31615,2001-06-18
31616,1999-10-26
31623,2002-04-03
31624,2000-06-01
31635,2001-08-30
31661,2000-09-07
31663,2000-02-23
31665,2001-08-24
31676,2000-10-20
31680,2003-07-29
31687,2000-04-04
31695,2001-08-11
31696,2000-08-27
31701,2001-06-08
31710,2001-06-06
31730,2000-07-19
31738,2000-11-24
3174,1982-07-13
31741,2000-11-07
31743,2001-02-21
31751,1999-12-15
31757,1998-08-24
31760,2003-06-26
31761,2003-09-27
31764,2000-07-04
31765,2003-04-11
31773,2001-06-09
31776,2001-04-04
31781,2003-12-04
31791,2004-01-13
31792,1999-09-09
31793,2000-04-15
31807,2000-12-03
31809,2000-09-19
31811,2003-08-18
31812,2004-05-13
31815,1998-02-18
31827,2000-05-22
31837,1993-07-15
31838,1993-01-30
31839,1994-04-12
3184,1985-08-26
31843,1999-11-22
31846,2000-05-31
31850,2000-04-30
31853,2001-03-16
31855,2001-01-26
31857,2001-01-10
31865,2001-05-09
31870,1997-10-27
31872,2001-08-20
31873,2001-08-03
31878,2000-12-15
31880,1998-12-17
31883,2001-09-09
31884,1999-02-14
31886,1999-09-23
31891,2001-09-01
31893,2003-12-19
31900,2001-04-20
31910,2001-07-17
31912,2000-11-18
31913,1999-03-02
31920,2000-09-19
31936,1999-11-05
31942,1999-03-17
31953,2000-06-06
31958,2001-03-03
31959,2000-12-02
31967,2000-10-01
31972,2000-02-14
31986,2000-10-26
31988,2001-07-23
31989,2001-07-12
31991,2000-11-07
31994,1999-09-19
32015,2001-03-29
32026,2000-08-14
32051,2006-06-01
32053,1999-04-04
32054,1999-09-30
32056,2003-08-05
32065,1999-06-03
32070,2000-07-17
32095,2001-02-05
32119,2003-05-07
32127,2001-10-08
32155,2002-04-22
32157,2003-06-19
32227,2002-09-24
3237,1989-06-08
3281,1984-03-22
3284,1984-02-27
33026,1999-08-09
33027,2001-09-27
33043,1998-10-06
33098,1998-05-22
33168,2001-06-23
33174,2000-12-15
33189,2002-02-14
33191,2000-05-25
33197,2000-11-05
3321,1982-10-22
33214,1999-01-22
33225,2002-05-30
33248,1999-10-23
33252,2002-07-26
33253,2002-05-08
33266,2002-03-30
33270,2001-08-04
33279,2002-01-17
33280,2002-03-16
33294,2000-02-18
33312,2002-03-19
33321,2002-08-15
33322,2001-11-06
33323,2002-03-06
33333,2001-11-15
33357,2000-12-07
33361,2001-10-09
33380,2002-01-27
33381,2004-12-21
33390,2004-10-20
33433,2005-06-02
33458,2000-06-28
33464,2002-01-26
33482,2001-10-26
33492,2000-11-06
33500,2002-07-18
33502,2002-07-22
33514,2001-11-02
33515,2002-08-25
33527,2002-03-01
33530,2004-08-18
33541,2002-02-26
33549,2002-02-15
33552,2002-04-16
33568,2000-05-27
33571,2005-02-19
33572,2004-08-18
33575,2005-07-20
33603,2000-01-28
33628,2001-02-14
33644,2002-06-28
33656,2004-08-10
33664,2002-08-30
33666,2002-04-03
33677,2002-05-29
33699,2001-06-05
33703,2001-07-24
33704,2001-10-28
33708,2002-02-23
33760,2002-12-10
33785,2002-02-07
33787,2002-06-21
33794,2002-05-18
33795,2001-05-06
33821,2002-05-05
33824,1998-08-20
33825,1998-08-17
33826,1995-10-30
33827,1998-08-06
33828,1994-02-06
33829,1993-09-01
33834,2000-12-08
33838,1997-03-10
33850,2000-09-17
33851,2000-10-04
33862,2001-09-25
33865,2002-05-09
33876,2002-03-08
33891,2002-01-17
33908,2001-11-28
33927,2002-05-20
33980,1997-11-07
34847,1998-10-03
34967,2002-08-28
34979,2002-10-21
34985,2002-09-10
35041,2003-02-09
35061,2002-10-07
35094,2003-05-26
35101,2003-02-06
35107,2003-03-02
35108,2003-02-22
35110,2003-03-12
35111,2002-12-29
35121,2003-01-31
35126,2003-01-27
3516,1989-10-24
35177,2003-01-20
35205,2003-08-19
35309,2000-09-01
35321,1989-10-11
35322,1999-01-27
35323,2001-11-03
35324,1997-10-08
35325,2002-08-05
35333,2003-01-16
35376,2006-04-24
35418,2003-04-12
3542,1988-12-21
35423,2003-04-16
35456,2003-07-28
35462,2003-02-10
35466,2002-11-01
3548,1989-02-10
37120,2000-02-02
37122,1996-08-29
37123,1996-06-30
37124,1998-05-09
3862,1989-03-04
3917,1989-03-10
4001,1991-01-24
4106,1987-05-15
4185,1988-01-10
4264,1985-03-28
4301,1987-08-18
4338,1989-12-16
4676,1983-11-12
4776,1986-09-27
4806,1980-03-11
4869,1989-07-01
4892,1988-09-11
4940,1989-08-09
4949,1989-11-08
4994,1985-12-17
5003,1987-01-21
5038,1985-12-08
5097,1990-08-10
5114,1989-10-10
5235,1984-11-23
5254,1989-09-16
5257,1990-05-24
5273,1989-03-13
5297,1989-10-02
5343,1987-01-21
5358,1989-05-06
5361,1989-09-12
5365,1991-03-13
5372,1989-01-18
5417,1990-05-06
5448,1983-08-21
5452,1991-05-19
5497,1989-03-14
5517,1990-04-20
5524,1989-08-01
5530,1989-09-11
5615,1987-08-26
5663,1989-02-28
5760,1991-06-12
5827,1991-08-06
5933,1990-03-17
6107,1989-10-15
6109,1990-01-21
6153,1989-01-05
6175,1989-10-08
6184,1987-08-21
6316,1986-10-09
6345,1988-09-26
6397,1990-03-27
6398,1989-09-23
6399,1989-04-11
6483,1986-06-18
6562,1987-10-07
6576,1989-11-21
6632,1987-03-21
6655,1988-05-28
6661,1988-12-31
6797,1991-01-27
6887,1986-08-16
6893,1986-02-15
6895,1987-11-30
6902,1991-04-04
6984,1987-01-30
6986,1984-12-19
7005,1988-12-15
7048,1990-03-28
7115,1985-06-25
7146,1987-03-09
7168,1989-11-16
7226,1991-03-26
7274,1984-03-09
7304,1990-05-10
7432,1987-10-27
7531,1987-06-19
7550,1986-08-06
7593,1990-10-19
7608,1987-02-16
7738,1989-05-08
7739,1989-02-10
7802,1989-02-24
7803,1987-04-16
7836,1988-09-24
7982,1987-11-01
8004,1988-09-13
8048,1989-07-10
8090,1985-11-26
8110,1987-11-08
8202,1987-07-08
8241,1985-04-09
8246,1987-01-10
8337,1987-03-24
8418,1989-08-21
8623,1987-12-17
8700,1983-02-20
8779,1986-11-13
8801,1990-03-02
9013,1985-03-17
9073,1987-03-25
9111,1990-03-20
9132,1990-02-13
9174,1989-10-04
9218,1987-09-10
9241,1988-10-09
9256,1987-12-05
9323,1989-07-19
9434,1988-01-01
9460,1988-12-01
9627,1987-07-19
9646,1988-09-30
9761,1988-06-09
9774,1990-08-21
9777,1991-04-16
9784,1988-05-27
9803,1988-08-23
9817,1983-03-04
9847,1986-10-10
9874,1988-07-13
9929,1986-07-28
9952,1991-03-15
sa1052903,1998-05-11
sa1054042,1998-01-14
sa1055363,1999-06-07
sa1055560,1998-08-19
sa1115752,1998-05-30
sa1115967,1998-08-20
sa1115979,1998-02-28
sa1116003,1998-08-21
sa1119415,1996-08-29
sa1119694,1999-09-27
sa1159681,1996-07-23
sa1159711,1997-08-13
sa1169595,1998-10-23
sa1169620,2000-09-11
sa1169632,1997-10-11
sa1169773,1997-05-07
sa1169803,1996-06-02
sa1169809,1997-01-28
sa1169818,1998-12-23
sa1169857,1997-03-24
